tconst	isAdult	startYear	runtimeMinutes	genres	averageRating	directors	writers	tags
tt0116905	0	1996	135	Drama,Mystery,Western	7.4	nm0000626	nm0000626	in netflix queue
tt0116908	0	1996	121	Action,Crime,Drama	6.8	nm0001317	nm0000948	
tt0116913	0	1996	111	Documentary,Drama	7.3	nm0000199	nm0000636,nm0000199,nm0453801	
tt0116922	0	1997	134	Drama,Mystery,Thriller	7.6	nm0000186	nm0000186,nm0317510	
tt0116930	0	1996	101	Comedy,Crime,Drama	6.7	nm0057284	nm0057284	
tt0116931	0	1996	78	Comedy,Romance	6.4	nm0188521	nm0074880,nm0188521,nm0051748,nm0443613	
tt0116996	0	1996	106	Comedy,Sci-Fi	6.4	nm0000318	nm0114083,nm0312481,nm0940071,nm0694035,nm0766921,nm0312607	
tt0116999	0	1996	98	Drama	6.7	nm0952360	nm0574259	
tt0117002	0	1996	108	Drama,Horror,Romance	5.8	nm0001241	nm0553168,nm0358960	jekyll and hyde
tt0117008	0	1996	98	Comedy,Family,Fantasy	7.0	nm0000362	nm0001094,nm0443582,nm0842523	
tt0117011	0	1996	101	Action,Crime,Thriller	5.6	nm0482681	nm0272511	
tt0117038	0	1996	105	Comedy,Drama,Fantasy	5.7	nm0001188	nm0223320,nm0703720,nm0001188,nm0258286	
tt0117039	0	1996	133	Biography,Drama,History	7.1	nm0001403	nm0001403	ireland
tt0117040	0	1996	80	Documentary	7.9	nm0638175,nm0701821	nm0638175,nm0701821	
tt0117057	0	1996	126	Comedy,Drama,Romance	6.6	nm0000659	nm0147158,nm0653620,nm0481418,nm0024894,nm0674592	personals ads
tt0117060	0	1996	110	Action,Adventure,Thriller	7.2	nm0000361	nm0312367,nm0462895,nm0001873,nm0001801	based on a tv show
tt0117071	0	1996	123	Drama,Romance	6.4	nm0219720	nm0214518,nm0219720	
tt0117091	0	1996	104	Comedy,Drama	6.9	nm0000983	nm0000983,nm0569606	
tt0117093	0	1996	114	Drama,Romance,War	7.1	nm0330360	nm0903361,nm0004332	
tt0117102	0	1996	96	Comedy	3.8	nm0145309	nm0558533,nm0251328,nm0613248	
tt0117104	0	1996	105	Comedy,Drama,Romance	6.2	nm0000907	nm0941280,nm0840380,nm0705326	
tt0117107	0	1996	107	Crime,Drama,Mystery	6.3	nm0848414	nm0223320,nm0616152	bad
tt0117108	0	1996	117	Comedy,Romance,Sci-Fi	6.1	nm0000601	nm0588082,nm0354968,nm0304665,nm0541632	
tt0117110	0	1996	99	Action,Adventure,Comedy	6.9	nm0005008	nm0829044,nm0432075,nm0857130,nm0366337	muppets
tt0117119	0	1996	101	Adventure,Comedy	6.5	nm0781842	nm0438229,nm0152501,nm0865847	
tt0117128	0	1996	73	Comedy,Drama,Fantasy	7.2	nm0540075	nm0625621,nm0064546,nm0540075,nm0614436,nm0670447,nm0152255,nm0427638,nm0388273,nm0175239	spoof
tt0117202	0	1996	101	Crime,Drama	6.2	nm0573796	nm0356424,nm0773727	
tt0117218	0	1996	95	Comedy,Romance,Sci-Fi	5.7	nm0001723	nm0001471,nm0725075,nm0790775,nm0087904,nm0001723,nm0644203	
tt0117238	0	1996	84	Drama,Sci-Fi,Thriller	4.0	nm0089502	nm0089502,nm0619547	
tt0117247	0	1996	108	Comedy,Drama,Romance	6.5	nm0001355	nm0783559,nm0800124	
tt0117283	0	1996	98	Comedy,Romance	5.0	nm0716257	nm0441300,nm0716257	
tt0117284	0	1995	92	Comedy,Crime	6.5	nm0851930	nm0258444	
tt0117293	0	1996	150	Crime,Documentary	8.2	nm0075666,nm0802501		in netflix queue
tt0117318	0	1996	130	Biography,Drama	7.3	nm0001232	nm0018735,nm0438989	freedom of expression
tt0117331	0	1996	100	Action,Adventure,Comedy	5.1	nm0934578	nm0266166,nm0090151	
tt0117333	0	1996	123	Drama,Fantasy,Romance	6.4	nm0005509	nm0224187	
tt0117359	0	1996	97	Drama	7.5	nm0230695	nm0230695,nm0173928	death
tt0117364	0	1996	144	Drama,Romance	6.2	nm0001005	nm0416556,nm0428630	
tt0117372	0	1996	123	Comedy,Drama,Fantasy	5.7	nm0001508	nm0622251,nm0792845,nm0073394,nm0560894,nm0778819	religion
tt0117381	0	1996	129	Crime,Drama,Mystery	7.7	nm0387706	nm0225942,nm0787399,nm0081189	edward norton, psychology, suspense, thought-provoking, twist ending, priest
tt0117398	0	1996	90	Drama	7.7	nm0201094,nm0201095	nm0201095,nm0201094,nm0584765,nm10826666	
tt0117407	0	1996	110	Crime,Thriller	7.3	nm0716347	nm0196930,nm0716347	
tt0117420	0	1996	95	Action,Adventure,Drama	5.6	nm0000241	nm0245235,nm0000241,nm12026427,nm0597857	
tt0117438	0	1996	121	Action,Crime,Drama	6.7	nm0000165	nm0401738,nm0537363,nm0697115,nm0407245	kidnapping, give me back my son!, it was melodramatic and kind of dumb, mel gibson
tt0117468	0	1997	91	Action,Crime,Drama	6.2	nm0007128	nm0358228,nm0833866,nm0046093	
tt0117477	0	1996	102	Comedy,Drama,History	7.3	nm0496312	nm0913966,nm0275260,nm0895859	
tt0117500	0	1996	136	Action,Adventure,Thriller	7.4	nm0000881	nm0918711,nm0177018,nm0743119	alcatraz, michael bay, terrorism
tt0117509	0	1996	120	Drama,Romance	6.7	nm0525303	nm0000636,nm0668902,nm0525303	amazing cinematography, leonardo dicaprio, shakespeare, updated classics
tt0117561	0	1996	96	Comedy,Fantasy,Mystery	6.7	nm0001752	nm0001752	
tt0117571	0	1996	111	Horror,Mystery	7.4	nm0000127	nm0932078	slasher, spoof
tt0117582	0	1996	95	Drama,Thriller	5.6	nm0358960	nm0175676,nm0358960	
tt0117589	0	1996	136	Comedy,Drama	8.0	nm0005139	nm0005139	in netflix queue
tt0117603	0	1996	123	Action,Crime,Drama	6.9	nm0336620	nm0119405,nm0486824	
tt0117608	0	1996	94	Comedy	5.8	nm0528718	nm0383733,nm0106563	
tt0117615	0	1996	136	Comedy,Drama,Music	7.7	nm0839397	nm0839397	ballroom dance
tt0117628	0	1996	96	Comedy,Drama,Romance	6.0	nm0122653	nm0122653	
tt0117631	0	1996	105	Biography,Drama,Music	7.6	nm0382956	nm0764982,nm0382956	music
tt0117658	0	1996	113	Horror,Mystery,Thriller	6.0	nm0000783	nm0536028,nm0000783,nm0274853	
tt0117665	0	1996	147	Crime,Drama,Thriller	7.5	nm0001469	nm0136262,nm0001469	
tt0117666	0	1996	135	Drama	8.0	nm0000671	nm0000671	ex-con
tt0117688	0	1996	94	Action,Sci-Fi,Thriller	4.1	nm0053157	nm0556928,nm0179968	
tt0117690	0	1996	112	Drama,History	7.2	nm0313623	nm0313623,nm0006487	
tt0117705	0	1996	88	Adventure,Animation,Comedy	6.5	nm0701592	nm1080144,nm0748874,nm0365390,nm0918339	bugs bunny
tt0117718	0	1996	117	Drama	7.0	nm0957453	nm0957453	
tt0117723	0	1996	81	Action,Comedy	5.3	nm0295007	nm0294997,nm0783536,nm0295007,nm0161003	
tt0117731	0	1996	111	Action,Adventure,Drama	7.6	nm0000408	nm0734472,nm0075834,nm0103804,nm0601822	borg
tt0117737	0	1996	118	Drama,Mystery,Romance	6.5	nm0000934	nm0000934,nm0591612	
tt0117765	0	1996	115	Comedy,Crime,Drama	4.6	nm0000921	nm0382437,nm0000921	
tt0117768	0	1996	94	Adventure,Comedy	4.3	nm0000484	nm0550930,nm0020068,nm0286715	
tt0117774	0	1996	114	Action,Crime,Drama	6.0	nm0541677	nm0296689,nm0800555,nm0650276	
tt0117784	0	1996	99	Drama,Sport	5.9	nm0326837	nm0742568,nm0569198	
tt0117786	0	1997	88	Action,Adventure,Comedy	6.2	nm0005033	nm0530853,nm0849282	
tt0117802	0	1996	96	Comedy,Drama	7.2	nm0510731	nm0269463	
tt0117826	0	1996	87	Comedy,Fantasy,Horror	5.4	nm0012155	nm0301362,nm0301826,nm0000709,nm0441623,nm0012155	
tt0117876	0	1996	95	Adventure,Animation,Comedy	7.1	nm0624374	nm0435312,nm0624374,nm0875378	
tt0117883	0	1996	125	Crime,Horror,Mystery	7.4	nm0024622	nm0024622,nm0317834	
tt0117887	0	1996	108	Comedy,Drama,Music	7.0	nm0000158	nm0000158	music
tt0117891	0	1996	108	Comedy,Crime,Drama	5.6	nm0001454	nm0001454,nm0262558,nm0119425,nm0060076	
tt0117894	0	1996	93	Fantasy,Horror	5.8	nm0276169	nm0000175,nm0568313,nm0276169	
tt0117898	0	1997	100	Crime,Drama	5.2	nm0643422	nm0860292,nm0343419	
tt0117913	0	1996	149	Crime,Drama,Thriller	7.5	nm0001708	nm0001300,nm0326040	john grisham
tt0117918	0	1996	135	Comedy,Drama,Romance	6.4	nm0005421	nm0636358,nm0005421	golf
tt0117924	0	1996	93	Drama,Fantasy,Romance	5.8	nm0696309	nm0103684,nm0005082	
tt0117951	0	1996	93	Drama	8.1	nm0000965	nm0920543,nm0388076	based on a book, dark comedy, narrated, drug abuse
tt0117958	0	1996	95	Comedy,Drama	7.1	nm0000114	nm0000114	
tt0117965	0	1996	94	Drama,Thriller	5.7	nm0462895	nm0121708,nm0462895	
tt0117979	0	1996	97	Comedy,Romance	6.3	nm0499724	nm0920108	veterinarian
tt0117991	0	1996	134	Comedy,Drama,Romance	7.1	nm0638080	nm0000636,nm0638080	shakespeare
tt0117998	0	1996	113	Action,Adventure,Thriller	6.5	nm0000957	nm0000341,nm0551926	disaster
tt0118001	0	1995	118	Comedy,Romance	5.4	nm0874096	nm0922799,nm0874096,nm0874093	
tt0118002	0	1996	96	Comedy,Crime,Romance	5.3	nm0071611	nm0001459,nm0035836,nm0501181	
tt0118040	0	1996	117	Drama,Mystery,Sci-Fi	6.0	nm0001093	nm0311469	
tt0118043	0	1996	118	Drama	6.8	nm0772522	nm0869675,nm0140643,nm0772522	
tt0118055	0	1996	124	Drama,Romance	6.1	nm0000816	nm0225820,nm0242869,nm1086191	journalism
tt0118073	0	1996	90	Comedy	5.9	nm0762541	nm0777442,nm0253323,nm0438226,nm0073790,nm0956785	based on a tv show
tt0118100	0	1996	117	Crime,Drama,Romance	6.7	nm0029242	nm0029242,nm0851522,nm0018875,nm0094726	
tt0118111	0	1996	84	Comedy	7.4	nm0001302	nm0001302,nm0506405	mockumentary
tt0118113	0	1996	86	Comedy,Drama,Romance	6.7	nm0392237	nm0392237	
tt0118147	0	1996	88	Documentary,Sport	7.9	nm0309382		boxing, in netflix queue
tt0118158	0	1996	129	Adventure,Drama	6.6	nm0000631	nm0317335,nm0840307,nm0733149	
tt0118163	0	1996	111	Biography,Drama,Romance	7.0	nm0006959	nm0255008,nm0616810	conan
tt0118301	0	1998	96	Comedy	6.0	nm0169874	nm0009159,nm0110791,nm0870592,nm0925234	
tt0118523	0	1997	113	Comedy,Romance	4.8	nm0934525	nm0392848	
tt0118531	0	1997	119	Drama,Thriller	6.6	nm0721817	nm0944878	
tt0118539	0	1998	93	Action,Adventure,Comedy	3.0	nm0573732	nm0573732,nm0680485	
tt0118540	0	1997	102	Documentary,History	7.8	nm0000490		
tt0118541	0	1997	95	Adventure,Comedy,Crime	5.4	nm0776114	nm0776114	
tt0118548	0	1997	121	Action,Crime,Drama	6.7	nm0000142	nm0049641,nm0001279	
tt0118556	0	1997	100	Comedy,Romance	6.1	nm0001162	nm0330565	
tt0118564	0	1997	114	Drama,Mystery,Thriller	6.9	nm0001707	nm0001930,nm0001707	
tt0118566	0	1997	119	Comedy,Drama,Romance	6.0	nm0748928	nm0748928	
tt0118570	0	1997	98	Comedy,Drama,Family	5.3	nm0001747	nm0225235,nm0848496,nm0578850	
tt0118571	0	1997	124	Action,Crime,Drama	6.5	nm0000583	nm0549256	president
tt0118583	0	1997	109	Action,Horror,Sci-Fi	6.2	nm0000466	nm0639321,nm0795953,nm0923736	
tt0118589	0	2001	104	Drama,Music,Romance	2.4	nm0193554	nm0921985,nm0486824	
tt0118604	0	1997	98	Comedy,Fantasy,Horror	5.1	nm0909026	nm0000484,nm0122899,nm0827868,nm0909026	
tt0118607	0	1997	155	Biography,Drama,History	7.3	nm0000229	nm0291905	
tt0118615	0	1997	89	Action,Adventure,Horror	4.9	nm0515891	nm0061829,nm0143596,nm0258390	
tt0118617	0	1997	94	Adventure,Animation,Drama	7.1	nm0089940,nm0325776	nm0310319,nm0333949,nm0879318,nm0925276,nm0875740	
tt0118623	0	1997	108	Drama,Romance	6.3	nm0741262	nm0866243,nm0741262	tolstoy
tt0118632	0	1997	134	Drama	7.2	nm0000380	nm0000380	
tt0118636	0	1998	111	Crime,Drama,Thriller	6.7	nm0001741	nm0000175,nm0101625	
tt0118647	0	1997	115	Action,Crime,Thriller	6.8	nm0240995	nm0330108,nm0787082	
tt0118655	0	1997	89	Adventure,Comedy	7.0	nm0005366	nm0000196	
tt0118661	0	1998	89	Action,Adventure,Sci-Fi	3.8	nm0154819	nm0628285,nm0534207	
tt0118663	0	1997	91	Comedy	4.8	nm0870186	nm0004752	
tt0118665	0	1999	97	Comedy,Crime,Family	2.6	nm0163706	nm0666999,nm0559228,nm0335835,nm0163706,nm0584121	
tt0118688	0	1997	125	Action,Sci-Fi	3.8	nm0001708	nm0004170,nm0326040	
tt0118689	0	1997	89	Adventure,Comedy,Family	6.5	nm0809321	nm0000100,nm0193485,nm0003741	
tt0118691	0	1997	105	Comedy,Romance	5.5	nm0477129	nm0333804	
tt0118694	0	2000	98	Drama,Romance	8.1	nm0939182	nm0939182	atmospheric, beautiful, bittersweet, dreamy, elegant, heartbreaking, intimate, loneliness, long takes, longing, melancholic, melancholy, moody, nocturnal, romantic, unique, visually appealing, visually stunning
tt0118698	0	1997	105	Drama,History,Romance	7.1	nm0558773	nm0792526	
tt0118702	0	1997	90	Action,Comedy,Crime	5.5	nm0205542	nm0113061,nm0289653	
tt0118708	0	1997	88	Action,Comedy	5.6	nm0240797	nm0270936,nm0458517	
tt0118715	0	1998	117	Comedy,Crime	8.1	nm0001054,nm0001053	nm0001053,nm0001054	coen brothers, black comedy, bowling, classic, comedy, crime, cult classic, cult film, dark comedy, deadpan, drugs, funny, great dialogue, great soundtrack, highly quotable, imdb top 250, jeff bridges, john goodman, julianne moore, kidnapping, marijuana, nudity (full frontal), off-beat comedy, philip seymour hoffman, quirky, ransom, rug, sarcasm, satirical, steve buscemi, violence
tt0118735	0	1997	103	Drama,Thriller	6.0	nm0896509	nm0258012	
tt0118736	0	1998	91	Action,Adventure,Comedy	6.4	nm0612812	nm0265957,nm0612812	
tt0118742	0	1997	103	Drama,Romance	6.0	nm0949796	nm0949796	
tt0118744	0	1998	96	Drama,Thriller	5.5	nm0200978	nm0200978,nm0750608	
tt0118747	0	1998	123	Action,Comedy,Crime	4.9	nm0000484	nm0000101,nm0000484	
tt0118749	0	1997	155	Drama	7.9	nm0000759	nm0000759	
tt0118750	0	1997	79	Comedy,Romance	5.5	nm0689385	nm0119405,nm0662084	
tt0118755	0	1997	89	Adventure,Comedy,Family	5.9	nm0382072	nm0636260,nm0779170,nm0436960	
tt0118760	0	1997	113	Drama,Romance,Sport	7.0	nm0006487	nm0006487,nm0313623	
tt0118767	0	1997	99	Crime,Drama,Thriller	7.8	nm0049326	nm0049326	
tt0118771	0	1997	93	Action,Crime,Drama	7.0	nm0609236	nm0609236,nm0599924	
tt0118787	0	1997	84	Adventure,Comedy,Drama	4.8	nm0003031	nm0513255,nm0431622,nm0003031	
tt0118789	0	1998	110	Comedy,Drama,Romance	7.4	nm0001252	nm0001252,nm0046750	avant-garde romantic comedy, elegiac, melancholy, quirky, wry
tt0118798	0	1998	108	Comedy,Drama,Romance	6.8	nm0000886	nm0000886,nm0683282	
tt0118799	0	1997	116	Comedy,Drama,Romance	8.6	nm0000905	nm0148437,nm0000905	holocaust, bittersweet, emotional, heartwarming, poignant, sentimental, tear jerker, tearjerking
tt0118804	0	1997	110	Comedy,Drama	7.1	nm0001403	nm0564496,nm0001403	
tt0118818	0	1997	83	Comedy,Drama	7.1	nm0005139	nm0005139	
tt0118819	0	1997	103	Drama	7.3	nm0000264	nm0000264,nm0719334,nm0520943,nm0346277	
tt0118826	0	1997	85	Comedy,Drama	7.6	nm0803203	nm0162274,nm0322467,nm0448088,nm0803203	
tt0118829	0	1997	75	Animation,Comedy,Family	6.9	nm0227540	nm0773985,nm0501729,nm0227540,nm0946636,nm0568505,nm0938846,nm0304432,nm0748429,nm0504327,nm0678505,nm1026586,nm0666791	
tt0118836	0	1997	95	Comedy	2.3	nm0005618	nm0784682,nm0583397,nm0005618	
tt0118842	0	1997	113	Comedy,Drama,Romance	7.2	nm0003620	nm0003620	
tt0118843	0	1998	127	Comedy,Crime,Romance	8.0	nm0001437	nm0586235	
tt0118845	0	1997	96	Drama,Romance	7.7	nm0939182	nm0939182,nm0700194	
tt0118849	0	1997	89	Drama,Family,Sport	8.2	nm0006498	nm0006498	in netflix queue
tt0118851	0	1997	99	Drama,Romance	6.2	nm0911061	nm0140643,nm0343419,nm0408688,nm0857623,nm0911061	
tt0118863	0	1998	104	Comedy,Crime	6.6	nm0229694	nm0372356	
tt0118866	0	1997	96	Comedy,Drama	6.6	nm0819613	nm0819613,nm0819614	
tt0118880	0	1997	115	Action,Crime,Thriller	6.9	nm0922346	nm0003298	
tt0118883	0	1997	135	Action,Drama,Mystery	6.7	nm0001149	nm0001338	
tt0118884	0	1997	150	Drama,Mystery,Sci-Fi	7.5	nm0000709	nm0366337,nm0325533,nm0755981,nm0238668	
tt0118887	0	1997	105	Crime,Drama,Thriller	7.0	nm0003506	nm0003506	
tt0118892	0	1998	111	Biography,Drama,Romance	7.1	nm0380980	nm0742796,nm0231639	
tt0118900	0	1997	111	Action,Crime,Drama	6.4	nm0467942	nm0467942	
tt0118901	0	1997	107	Comedy,Drama	5.9	nm0001486	nm0233223,nm0777457	
tt0118925	0	1998	97	Comedy,Drama,Family	6.7	nm0564827	nm0564827	
tt0118926	0	2002	132	Crime,Drama,Thriller	6.8	nm0000518	nm0787649	
tt0118927	0	1997	95	Action,Crime,Drama	4.5	nm0740213	nm0490417,nm0740213	
tt0118928	0	1997	108	Action,Adventure,Thriller	6.1	nm0002044	nm0092018	
tt0118929	0	1998	100	Fantasy,Mystery,Sci-Fi	7.6	nm0001639	nm0001639,nm0229644,nm0275286	amnesia
tt0118954	0	1997	96	Comedy	7.3	nm0000095	nm0000095	
tt0118956	0	1998	106	Action,Adventure,Horror	6.1	nm0814085	nm0814085	
tt0118966	0	1998	100	Action,Crime,Drama	6.1	nm0775447	nm0458318	
tt0118971	0	1997	144	Drama,Fantasy,Mystery	7.5	nm0000431	nm0003825,nm0501380,nm0006904	lawyers
tt0118972	0	1997	111	Action,Crime,Drama	6.2	nm0001587	nm0418883,nm0169173,nm0665932	
tt0118983	0	1997	180	Comedy,Drama,Musical	7.0	nm0007181	nm0151511,nm0159147,nm0159158,nm0007181	
tt0118996	0	1997	103	Action,Comedy,Crime	6.5	nm0468007	nm0396790	
tt0118998	0	1998	85	Comedy,Family,Fantasy	5.4	nm0858525	nm0517452,nm0560894,nm0505648	
tt0119008	0	1997	127	Biography,Crime,Drama	7.7	nm0001565	nm0685587,nm0940361,nm0001921	mafia
tt0119013	0	1997	93	Action,Comedy,Sci-Fi	4.8	nm0007139	nm0415979,nm0597857	
tt0119038	0	1998	80	Comedy	7.6	nm0891554	nm0891554	
tt0119051	0	1997	117	Action,Adventure,Drama	6.9	nm0848414	nm0000519	
tt0119053	0	1998	90	Adventure,Comedy,Western	5.8	nm0001302	nm0638358,nm0938152,nm0354863	
tt0119079	0	1999	106	Drama,Romance	6.8	nm0276397	nm0262167,nm0701090,nm0407199	
tt0119080	0	1997	108	Drama	7.2	nm0501435	nm0501435	
tt0119081	0	1997	96	Horror,Sci-Fi,Thriller	6.6	nm0027271	nm0252155	
tt0119086	0	1997	101	Action,Comedy,Crime	5.4	nm0104193	nm0011206,nm0166074,nm0478588	
tt0119094	0	1997	138	Action,Crime,Sci-Fi	7.3	nm0000247	nm0108273,nm0171718	transplants
tt0119095	0	1997	99	Drama,Family,Fantasy	6.5	nm0836430	nm0038611,nm0572951,nm0176497	
tt0119098	0	1997	93	Drama,Romance	5.8	nm0769703	nm0769703	
tt0119099	0	1998	124	Action,Crime,Drama	7.0	nm0387706	nm0443582	
tt0119107	0	1997	80	Documentary	7.1	nm0001554		
tt0119109	0	1997	98	Comedy,Romance	5.3	nm0718645	nm0891554,nm0304665,nm0541632	
tt0119114	0	1997	102	Comedy,Drama,Romance	6.7	nm0262678	nm0394984	
tt0119115	0	1997	93	Comedy	6.4	nm0950000,nm0770961	nm0000092,nm0426917,nm0001402,nm0001589	
tt0119116	0	1997	126	Action,Adventure,Sci-Fi	7.6	nm0000108	nm0000108,nm0436543	
tt0119123	0	1997	105	Action,Drama,Thriller	5.1	nm0258066	nm0835732,nm0608068	
tt0119137	0	1997	93	Comedy,Family,Sci-Fi	5.3	nm0562645	nm0853139,nm0000455,nm0909556	
tt0119141	0	1997	109	Comedy,Drama,Romance	6.1	nm0855035	nm0852599,nm0714203	
tt0119142	0	1997	115	Comedy,Romance	5.8	nm0818465	nm0398174,nm0525503	
tt0119164	0	1997	91	Comedy,Drama	7.2	nm0146341	nm0064479	
tt0119167	0	1997	108	Crime,Drama,Thriller	7.5	nm0359734	nm0359734	
tt0119173	0	1997	125	Action,Drama,War	6.0	nm0000631	nm0018824,nm0878638	military
tt0119174	0	1997	129	Drama,Mystery,Thriller	7.7	nm0000399	nm0104335,nm0274905	mindfuck, mystery, plot twist, psychological, suspense, twist ending
tt0119177	0	1997	106	Drama,Sci-Fi,Thriller	7.7	nm0629272	nm0629272	future, intelligent, thought-provoking
tt0119190	0	1997	92	Action,Adventure,Comedy	5.6	nm0918873	nm0911599,nm0647615,nm0920108	
tt0119196	0	1998	114	Crime,Mystery,Thriller	5.7	nm0000265	nm0001300,nm0370879	
tt0119210	0	1997	118	Crime,Mystery,Thriller	6.4	nm0835732	nm0835732	
tt0119214	0	1997	94	Comedy,Crime	4.8	nm0128883	nm0563434,nm0009190	
tt0119215	0	1997	95	Comedy,Family	5.8	nm0005367	nm0773759,nm0465741,nm0782499	
tt0119217	0	1997	126	Drama,Romance	8.3	nm0001814	nm0000354,nm0000255	inspirational, heartwarming
tt0119219	0	1998	102	Comedy,Crime,Mystery	5.6	nm0423646	nm0670278,nm0169505,nm0812513	
tt0119223	0	1998	111	Drama,Romance	6.8	nm0190859	nm0002042,nm0322248	charles dickens
tt0119225	0	1997	91	Comedy,Crime,Drama	6.9	nm0193554	nm0193554	
tt0119229	0	1997	107	Action,Comedy,Crime	7.3	nm0000786	nm0417716,nm0222584,nm0684336,nm0000131	hit men, reunion
tt0119237	0	1997	89	Comedy,Drama	6.6	nm0005101	nm0005101	
tt0119248	0	1997	94	Drama,Romance	6.8	nm0654858	nm0654858,nm0876545,nm0759757	
tt0119250	0	1997	103	Crime,Drama,Romance	7.7	nm0001429	nm0001429	
tt0119256	0	1996	101	Crime,Drama	7.1	nm0000759	nm0000759	gambling
tt0119273	0	2000	88	Action,Adventure,Animation	5.4	nm0170402,nm0501341	nm0247653,nm0084253,nm0847905,nm0127560,nm0313274,nm0591516,nm0651450,nm0881089,nm0532146	
tt0119280	0	1997	101	Biography,Drama,History	7.2	nm0006960	nm0110591	england, queen victoria
tt0119282	0	1997	93	Action,Adventure,Animation	7.3	nm0166256,nm0615780	nm0166256,nm0615780,nm0568490,nm0789624,nm0575293,nm0436314,nm0927845,nm0142200,nm0708319,nm0811279,nm0314788,nm0361315,nm1073262,nm0322368,nm0448208,nm0606407,nm0234837,nm0258059	
tt0119303	0	1997	102	Action,Comedy,Crime	4.6	nm0331532	nm0000455	
tt0119304	0	1998	91	Comedy,Drama,Romance	5.1	nm0661751	nm0319213	
tt0119305	0	1998	102	Comedy,Crime,Drama	5.7	nm0350455	nm0711241,nm0350455,nm0443582	
tt0119311	0	1997	130	Crime,Drama	6.3	nm0004886	nm0104333	
tt0119313	0	1998	114	Drama,Romance	6.0	nm0001845	nm0737216	
tt0119314	0	1998	169	Drama,Romance,Western	6.7	nm0000602	nm0263097,nm0744839,nm0481418	
tt0119324	0	1997	85	Comedy,Drama,Thriller	6.5	nm0914132	nm0533938,nm0914132	
tt0119336	0	1998	122	Comedy,Drama	5.7	nm0237292	nm0704792	
tt0119338	0	1997	86	Crime,Drama,Romance	6.4	nm0293533	nm0293533	
tt0119345	0	1997	101	Horror,Mystery	5.8	nm0318947	nm0932078,nm0242028	
tt0119349	0	1997	112	Drama	7.3	nm0000487	nm0600528,nm0770005	1970s
tt0119360	0	1997	90	Comedy,Romance	6.4	nm0000568	nm0397411	
tt0119361	0	1997	97	Comedy,Drama	7.1	nm0001438	nm0001438	
tt0119365	0	1997	108	Crime,Romance,Thriller	6.4	nm0000824	nm0441750	
tt0119375	0	1997	96	Crime,Mystery,Thriller	7.2	nm0804408	nm0296154,nm0804408	
tt0119381	0	1997	110	Drama,Romance	6.4	nm0640466	nm2911434,nm0387025	
tt0119395	0	1997	124	Action,Crime,Drama	6.4	nm0001994	nm0743584,nm0679326	
tt0119396	0	1997	154	Crime,Drama,Thriller	7.5	nm0000233	nm0000233,nm0001465	
tt0119432	0	1997	105	Comedy,Family	5.2	nm0664756	nm0658836,nm0508293,nm15150416,nm0116091,nm0262595,nm0317279	jungle
tt0119448	0	1997	122	Crime,Drama,Mystery	7.7	nm0226016	nm0096205,nm0311597,nm0226016,nm0576305	
tt0119465	0	1997	86	Comedy	6.0	nm0899854	nm0899854	
tt0119468	0	1997	115	Crime,Drama,Mystery	6.6	nm0001219	nm0666248,nm0458318	
tt0119472	0	1997	87	Action,Comedy,Crime	7.8	nm0415714	nm0415714,nm0001709	
tt0119484	0	1997	95	Action,Adventure,Fantasy	4.8	nm0630372	nm0397574,nm0688279	
tt0119485	0	1997	134	Biography,Drama,History	7.0	nm0000217	nm0558953	
tt0119488	0	1997	138	Crime,Drama,Mystery	8.2	nm0000436	nm0255278,nm0001338,nm0000436	police
tt0119509	0	1997	84	Comedy,Family	5.2	nm0128225	nm0608658,nm0175080,nm0505152,nm0224670	
tt0119517	0	1998	100	Comedy,Drama,Romance	6.3	nm0001438	nm0001438	
tt0119527	0	1997	106	Crime,Drama,Mystery	6.4	nm0665321,nm0665322	nm0665321,nm0665322	
tt0119528	0	1997	86	Comedy,Fantasy	6.9	nm0001723	nm0345488,nm0563397	lawyer
tt0119535	0	1997	103	Comedy,Crime,Fantasy	6.3	nm0000965	nm0388076	
tt0119558	0	1997	137	Drama,Romance	6.8	nm0001490	nm0618603,nm0771496	
tt0119567	0	1997	129	Action,Adventure,Sci-Fi	6.6	nm0000229	nm0000341,nm0462895	dinosaurs
tt0119572	0	1997	109	Comedy,Drama,Romance	7.3	nm0936673	nm0936673	
tt0119574	0	1997	93	Comedy,Drama	6.9	nm0477193	nm0010434,nm0477193	
tt0119577	0	1998	87	Biography,Drama,Romance	6.5	nm0562266	nm0562266,nm2035847	
tt0119590	0	1997	88	Drama	7.5	nm0075626	nm0888720,nm0075626	
tt0119592	0	1997	115	Crime,Drama,Thriller	6.3	nm0002020	nm0560202,nm0930550	
tt0119594	0	1998	94	Crime,Drama,Mystery	6.2	nm0000914	nm0000914,nm0751720	
tt0119620	0	1997	105	Comedy,Drama,Romance	6.9	nm0350168	nm0587271,nm0350168	
tt0119630	0	1997	106	Action,Comedy,Thriller	5.2	nm0002337	nm0125698,nm0803022,nm0085220	
tt0119632	0	1997	97	Comedy,Romance	6.5	nm0423623	nm0227779,nm0418321,nm0637491,nm0512627	
tt0119640	0	1997	108	Action,Comedy	4.6	nm0818465	nm0185578,nm0741239	
tt0119643	0	1998	178	Drama,Fantasy,Romance	7.2	nm0000976	nm0651592,nm0719734,nm0905458,nm0325743,nm0143281,nm0274923,nm0027173,nm0499628	
